comments,rating,helpful,label
"good gmae i like anime though so it makes it a bit worse but honestly i think that its a good game despite bad press and bad button pressing and overall i think its a good game but i also think that that one character called steven is pretty overused when you find him late game, not a spoiler, just a random encounte that people can encounter and yeah so its reallly a good game its just a bit unbalanced in the fact that you can get kachowed by some absolute unit in the first 20 minutes of online play. don't forget the fact that the submarine has an air limit and makes life dificicult when my controller dies and i have to go to the store to go get a new controller and a new headset (unrelated but it was expensive) if only there were some giveaways am i right? nah but really its a good game but the balance is oof and too many ships and nothing to spend money on tha t is of direct use other than guns, but after that its the large amount of things to buy that make  it really annoying and unbalanced escpecially the taxations so just like in real life tax evade.yeah tax evasion is actually a neat mechanic irl and in the irs office in game. it looks like a normal building but like the government they are not what they seem so its now a tax building, not as run down as it used to be of coursei just want some friendsto play with of course, i have plenty of friends. the xbox group posts i havnt cheacked out but i do believe that its pretty good. to be completely honest i just hope the teaming up is balanced i love balanced games like assasins creed odyessy. its pretty neat also. yeah so really just a good game and i really really just super much want some friends to play the fun and a bit boring and lame game with me.dont worry though i have plenty of friends who also tax evadebut y'know how it is nowadays for an 'evader' such as myself.anyway, this is just youre friendly neighbourhood gamer who likes balance as much as the next guy and has a bunch of gam er mates",0,496,Bad
"this is an amazing open world game even 8 years later! its graphics are as great as more modern open world games such as just cause 4 and watchdogs legion.the story is a heartwarming masterpiece and the voice acting paired with the realistic motion capture is stunning. if you love cars, boats, planes and helicopters then you'll definitely love the vehicle related features in the game, i was blown away by the vast variety of customisations available for cars! from coloured tire smoke and neon light kits to brilliant accessories and body kits! there's  something for everyone here, i do have to say to keep little children away though. but otherwise it's perfect for older teens and adults alikeand that's just the story mode! there is a whole world available to play with your friends or with randoms!",5,16,Good
"after i joined college i started playing pc games, and that was the time i began learning about gaming outside of nintendo. open world games were something that really fascinated me, so that was the genre i started from. i played assassin's creed and watch_dogs, but i didn't understand why normies liked gta so much. i thought it must be because they don't know about bigger ad cooler games, until i tried gta v myself. and i have to say, boy was i so wrong! this really is something unique, something i couldn't get in any other open world aaa game i had played to that point.gta v is something i'd call the era defining game of our time. it has everything we want: a good story, interesting characters, a dynamic open world, interactive npcs and most importantly, it can run on any device (other than nintendo and mobile phones). i have a habit of playing games linearly, that is, going from point a to point b. i only care about the story of a game and explore the open world only after i complete the main story mode, so that i can delete the game in case my laptop starts going slow (it's an nvidia 940mx), and also because i have too many unplayed games in my library and i'd choose to finish them rather than look at a game whose story i've already completed.and that made it even more engaging; because the story is really gripping and funny at the same time. in the beginning i was annoyed when michael was shown the first time, putting his gun on franklin's head. but after michael's family left him i was really interested in knowing how he will fix things back. but then the scene shifted to trevor. i was really annoyed, and i would always shift to michael to finish his quests. but after i replayed the game after it became free on epic, i realised trevor's story was the funniest of them all. now trevor has become my favourite character of the three.the graphics are really realistic. and the best part is, if you have a high end pc you can download mods to make the game look as realistic as possible. there are even mods for bringing your own characters like superman or hulk, and the best part is that rockstar, unlike other aaa companies (read nintendo) encourages players to do it rather than punish them for the same. the npcs are also very interactive. they behave just like how any person in real life would. being an indie game developer myself i know how much effort goes behind doing this.just by looking at gta v you can see how much love the developers poured into making it. the game has been available for every console from the 7th generation and will also be for the 9th generation. gaming companies should learn from rockstar and take this example for their games too (especially ubisoft, assassin's creed ii would have been so awesome if it was remastered for ps5 and xbox series x). i really hope gta vi is able to outperform this game. they can take as much time as they want, i have no problem with it.",5,12,Good
"a very nice game with good graphics. it is actually pretty hard to think that a 2013 video game with stunning 4k graphics ('course when u can play in 4k with ur device) and if u are lucky enough to have an rtx 3090 and an 8k monitor, your mind will be absolutely blown to see a 2013 game have better graphics than a 2021 game or even future games and who knows even ps5 games. so, it also has a user friendly interface and really easy to use if you know the basics of gaming controls both on pc and console. the only pull back is the space consumed but i think that was a pull back till 2015. now, the way massive space is consumed by modern video games like cyberpunk 2077. it also has another advantage that it is not very glitchy. yes, it has glitches of course every game does. what i can tell u is that it is mostly popular for its open world play which adds even more points of interest and more stunning details!! if you tell me i recommend gta v, yes! i definitely do!!",5,17,Good
"everyone has heard of gta v. i no longer play the game, but i thoroughly enjoyed the time in which i did. i'm not going to bother talking about the campaign in detail but i will say this - a perfect video game should feel like a film where you are the main character and this game achieved that at every opportunity. as for the online mode, in my opinion, as a semi stand-alone game in itself, it is the greatest game ever made for its time. it was so exciting to play a sandbox game with such an in-depth level of graphical detail at the time of the new console release not only on your own, but crucially with your friends. the number of hours some people have put into this game, the staggering revenue it has generated and the fact that it is still one of the most updated and relevant games even in 2019 can only stand as strong evidence to back up my previous claim. (don't bully me i haven't played rdr2 i'm waiting for pc release to experience it). it is the quintessential game to the industry and a testament to what a video game is and should be.",0,153,Bad
"grand theft auto vrelease: 2013system: playstation 3, xbox 360re released in 2014systems: playstation 4, xbox onere released in 2015system: pcre released in 2022 systems: playstation 5, xbox series xupdated in 2023system: playstation 5, xbox series xupdate: included ray tracing for shadows and reflectionspc not included: reason: unknownplot: you play as 3 men with varying different outlooks on life, different personalities, different morals. you play as 3 very different men who struggle to live the american dream where the size of you wallet matters more than anything. you play as: franklin clinton: a struggling entrepreneur who does varying illegal activities in order to make money and make a name for himself and his business and long time friend lamar davis.you play as: michael desanta: a former bank robber who entered the witness program in the late 90's after a botched bank robbery that took the life of one of his colleagues in crime. michael is also hiding from a lunatic best friend who later finds out michael is alive and well and faked his own death to escape the madhouse.you play as: trevor phillips: a bank robber and entrepreneur who loves life and is as reckless as reckless can be: lives outside of the law and is crazier than a grandma on steroids. trevor is also the man behind a multi million dollar according to trevor anyways drug empire. trevor is the kind of person who will spend your money just so he doesn't have to spend his. grand theft auto v sold millions upon millions in it's first year on ps3 and 360 back in 2013. it only continued to make further millions from newer console generations. grand theft auto v was sadly milked to death by rockstar and is continually milked to death even in 2023 with gta online. grand theft auto 6 a title everyone wants has finally been announced, people were growing tired of seeing gta v constantly being remixed for every console generation with no new game in sight. confirmation of 6 was not said to be in development until someone uncovered it in 2022 with various videos of development being leaked that showed quite old footage of said game in development. no one but rockstar knows how far development is. grand theft auto v is a great experience but the game has vastly out stayed it's welcome as it's been over 10 years since we had any new release. it's time to retire v?",5,0,Good
"""i said something nice, not expensive!""technical analysis summarygraphics: 8.5sound: 9.0playability: 8.5longevity: 9.0impact: 8.5pro+ a beautiful, frenetic and engaging story. a unique cast. dynamic and engaging gameplay.+ graphically amazing and the audio sector is one of a kind. a unique and big explorable world.+ the online adds dozens of hours of gameplay with modes for all tastes. rockstar releases new content every 2 or 3 months.+ an enduring game that has been going strong since the ps3 days...cons- ...and it is precisely for this reason that the technical and structural limits can be seen today.- although it is very fun, online is unbalanced due to the players who have accumulated large sums of ingame money over time.- less interiors and jobs for single player.- some people may find the narrative irritating and immature.overall verdict8.7: there isn't much to say. a videogame masterpiece that will go down in history. technically excellent. a vast world that can be freely explored via sky, land and seas. between single player and online it gives hundreds of hours of gameplay to most players. now obtainable at a low price. a must have._______________steam optimization, support and updates as of 21/03/2021[tested at 3840x2160 with win 10 pro - 64 bit - version 20h2 - os build 19042.868, mobo msi z170a gaming pro - fw build 1.g0, intel i7 6700k, gigabyte geforce gtx 1070 windforce oc - driver version 461.92, kingston hyper x fury 32 (8x4) gb 2666 mhz, game installed on western digital blue 4tb model wd40ezrz-00gxcb0 and steam client installed on samsung ssd 860 evo 500gb - fw build rvt04b6q]the game runs great at 4k but the ui, despite scaling well, is not perfect for higher resolutions. a few bugs or glitches sometimes. low resolution textures and average anti-aliasing for today standards.it receives frequent updates that mostly improve/expand the online.a well optimized game.",5,20,Good
"one of the best games in existence in my book, gta v was such an awesome experience. so good i've even played through it twice haha! the story is large and deep, it gives you a connection with the characters. the new way of playing a campaign was awesome. ever created, this was the best sandbox. this world is so well known by so many players, even after 9 years of existence, almost going into its 10 year anniversary, this game honestly has changed the lives of many. i want to say that if you're debating whether to get this game, get it man. just finished my second playthrough after years, and it got me pretty emotional at the last scene, btw, choose option c at the end, trust me its the best, but its all up to opinion.",5,0,Good
"saddam hussein abd al-majid al-tikriti (/hʊˈseɪn/;[3] arabic: صدام حسين عبد المجيد التكريتي, romanized: ṣaddām ḥusayn ʿabd al-majīd al-tikrītī;[a] 28 april 1937[b] – 30 december 2006) was an iraqi politician who served as the fifth president of iraq from 16 july 1979 until 9 april 2003.[8] a leading member of the revolutionary arab socialist ba'ath party, and later, the baghdad-based ba'ath party and its regional organization, the iraqi ba'ath party—which espoused ba'athism, a mix of arab nationalism and arab socialism—saddam played a key role in the 1968 coup (later referred to as the 17 july revolution) that brought the party to power in iraq.as vice president under the ailing general ahmed hassan al-bakr, and at a time when many groups were considered capable of overthrowing the government, saddam created security forces through which he tightly controlled conflicts between the government and the armed forces. in the early 1970s, saddam nationalised the iraq petroleum company and independent banks, eventually leaving the banking system insolvent due to inflation and bad loans.[9] through the 1970s, saddam consolidated his authority over the apparatus of government as oil money helped iraq's economy grow rapidly. positions of power in the country were mostly filled with sunni arabs, a minority that made up only a fifth of the population.[10]saddam formally took power in 1979, although he had already been the de facto head of iraq for several years. he suppressed several movements, particularly shi'a and kurdish movements which sought to overthrow the government or gain independence, respectively,[11] and maintained power during the iran–iraq war and the gulf war. he ran a repressive authoritarian government[12] notorious for its severe human rights abuses. the total number of iraqis killed by his government's police in various purges and genocides is conservatively estimated to be 250,000.[13] his invasions of iran and kuwait killed hundreds of thousands more.[14]in 2003, a coalition led by the united states invaded iraq to depose saddam. u.s. president george w. bush and british prime minister tony blair erroneously accused iraq of possessing weapons of mass destruction and having ties to al-qaeda. saddam's ba'ath party was disbanded and the country's first democratic elections were held. after his capture on 13 december 2003, the trial of saddam hussein took place under the iraqi interim government. on 5 november 2006, saddam was convicted by an iraqi court of crimes against humanity related to the 1982 killing of 148 iraqi shi'a and sentenced to death by hanging. he was executed on 30 december 2006.[15]",5,4,Good
"i like how the other reviews sound like wikipedia articles. here's an actual review from an actual person. if you said that gta v is the best game of all time, i wouldn't argue with you. what rockstar did for gaming with this absolute masterpiece cannot be understated. we're still playing it religiously 7 years after it came out. 7 years. let that sink in. the use of 3 protagonists was a great idea and really branched out this game in ways we've never seen before. getting 3 different perspectives of the same story is extremely interesting. each of the protagonists hold their own, trevor is easily one of my favorite protagonists ever, i love the al pacino vibe that michael gives off and franklin's journey is awesome to see. the gameplay is top notch. i love the gunplay and the driving is stellar, it's much better than the boat steering from gta 4. the story is incredible, there isn't much of an emotional attachment, but it's still extremely compelling and can easily last for multiple playthroughs. i replay this game once a year because i love it so much. the map is one of the best out there, there's a reason it's used when judging the maps of new games. online is a completely different story, it's toxic and is pay to win. it's fun with friends, but random lobbies are awful. overall, gta v is a 10/10. there's really nothing that can bring down the score.",5,46,Good
"unparalleled in open world rpg and also now in mmorpg with the gta online.this game was and still is far ahead of its time because of the sheer details that developers have added to everything ranging from fps, world building, story, physics & game mechanics, cars, characters and a lot more. as if this wasn't enough, now gta online is a mmorpg where you can create your own character and do activities and missions with friends. it is just so vast and also has tons of new cars!this game set the bar high for other open world games that came out after it and still is a standard for future games.i highly recommend immersing yourself in the experience called gta v because this game came out in 2013 and still is talked about today and will be talked about for generations to come.",5,41,Good
i would like to start this review by saying that gta v is in my top 5 favourite video games of all time. the single player story mode is breathtaking and the opportunity to switch between 3 characters that all have there own distinct personalties you get attached to is incredible. you get immediately hooked on the story because of its dark humour and constant twists and turns. now moving on to gta online. the plethora of different ways you can approach gta online is one of the modes biggest strengths.you can be that one guy that always destroys someone else's cargo or you can be a multi millionaire ceo. the multitude of different things this mode offers cannot be described in words. everyone has to experience this!,5,34,Good
"the attentian to detail is amazing. im a car enthusiast so i love trying to collect all the cars. when i got the game i didnt know it would be this good. im getting it almost 8 years after it released and its quickly become my favorite game. from the blow off valve sounds in a turbocharged vehicle to sound of an engine cooling down after its been turned off i continue to find evidence of rockstars hard work to make this game realistic and fun at the same time. cant wait for the next one, hopefully they have some of my favorite artist on the radio (pierre bourne). amazing job guys.",5,40,Good
"what a game!i remember so much when this game came out c. 2013, this game was all the craze. it wasn't until 2 years later i finally got it for myself, however. when i first got the game, i had high expectations after rockstar had just released some incredible games in the last 10 years (red dead, bully, max payne, gta iv, etc.) i will not be covering online in this review, just story mode. like i said, i had high hopes for rockstar in this game, and boy did they not disappoint! unlike past games, you have the option to choose between 3 different protagonists throughout the story mode, each of which having their own sets of missions. many features returned to the game from gta iv, such as strangers and freaks, but were heavily revamped. let's take a look at cletus, a random strangers and freaks mission assigned to trevor phillips, the 3rd introduced protagonist. you get to go around the town hunting just like real life. once you complete this mission, you can go hunting with cletus another time in paleto bay, and after that you can go whenever you please. i also love the fact that the side characters play such a huge role in the game, like lester or amanda for example.. without these characters the game wouldn't be the same. if gta vi isn't as good as this, i'm going to be so mad!",5,25,Good
"fantastic game. driving is super easy to pick up but hard to master (exactly what i want in a driving game). the game world is full of exquisite visual details/ the cars also look great. storytelling/ character are also top notch; having the three separate characters from completely different worlds gives the player three unique perspectives. shooting is fun too with great variety of weapons and customization to choose from. the music curation is also amazing, offering the best from several genres. there’s not much to dislike about this massive/ gorgeous game. only complaint: some missions are better than others. some missions can get very irritating very quickly (example: the one where you have to operate like 5 separate cranes in the shipping yard just about drove me nuts lol). also, flying planes/ helicopters kind of suck in this game imo. but both of the problems i’ve mentioned are minuscule when compared with the overwhelming awesomeness of this game. buy it if you haven’t already! offers a more immersive video game experience than just about any other game in the market (i love returning to my home in the hollywood hills that is paid for with dirty money hahaha).",5,2,Good
