comments,rating,helpful,label
Laukik Shelke\na year ago\nI got this Game from Epic Games for free and looking at its Graphics I was shocked to know that it was made in 2013. Its a real value for money for gamers and people who want to  open a youtube channel. also you get gta online too so after completing the game you can hop on to it and do endless missions with your friends.\n\n\n\n\nYeet.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Michael Sparks\na year ago\n5 stars out of all for this game. But 8 years of the same thing plus more for the last gta’s. Yes the new LS car meet is nice but I think it’s time for sum different. Don’t get me wrong it’s a good game I just think it could be more real. Like role play. Have the chance of either being a civilian, cop, ems, gang member, dealer, ect. Also have you’re own jobs. Just kinda real life stuff. Either update or become gta 6. Make bank off it honestly.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Devon Johnson\na year ago\n10/10 Masterpiece. I'm buying this game day 1 when the PS5 version comes out; so I can experience it with the Dualsense. I don't even care that it's $70. Would highly recommend. If you've never played this game or chose not to play, you missing out on some fire. Nearly 8 years later, 2 console generations later and i'm still in love with this game.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Christian Crockett\n2 months ago\nI’d say I’ve never played a game with storyline thats actually more fun to play than this game. This game actually has a true purpose, and one that is realistic enough to be like real life. That said for the time the graphics are amazing and the map is one of most fun to explore I recommend this game 100% no doubt. Now it’s time for GTA six rockstar!\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Noah Stout\n10 months ago\nThe graphics are absolutely amazing on my 4k TV. It is incredibly smooth and the driving is way more advanced. GTA Online runs more smooth and isn’t as laggy. Ps4 GTA Online lagged even when I had the Ethernet connected. Definitely happy how Rockstar handled this remaster for new-gen. I’m defined excited for GTA 6 now. Hopefully it comes out for PS5 & not 6… 😂😒\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
DIRTRIDER 2009\n2 years ago\nEverything is good and fun about this game but what about older consoles like PS3 and Xbox 360 literally the online is nothing the last update was 2015 people modding there consoles like crazy and you guys like dont care about what happens to the online servers. Some people can't get new gen consoles and when they play 9ld gen consoles gta5 online there's nothing it's just a wreck I play gta5 xbox360 story mode and I want to play gta5 online so bad on my Xbox 360 then 8 watch YouTube videos about it it's horrible so when I get online for my Xbox 360 gta5 and it's bad with errors and nothing to do I'm gonna make another rating and show you more anger. Other than that it's an action pack super fun game. PS fix or I'll get mad😡😡😡😡😠😠😠😠😠😠.\n2 people found this helpful.\nHelpful\nUnhelpful,3,2,Normal
"Tigran Hakobyan\na year ago\nAt this point there ain’t really much more you can say about this masterpiece that holds up 8 years later. I don’t want to gush about the groundbreaking world that to this day is the most realistic open world ever, the memorable and incredible characters Trevor Phillips, Michael De Santa, Franklin Clinton, Simeon Yetarian, Lester Creat, Ron Jakowski, the fun action especially blowing up cars, the great missions like the heist levels, the freedom that it gives you, and if you’re still not sold I’ll just say one word... driving.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
James Mitchell\n3 years ago\nGTA5 had an offer on at the time 21/12/2019 magaldon=12 million extra bonus so I bought one for me and one for my son never received the bonus cash(72 hour deposit time).i contacted them and sent them the evidence 3 times they just kept asking for the same proof I sent over and over the final decision by them was not everyone is entitled to the bonus when it was advertised on the loading screen which does apply to everyone. Very disappointed with them and I won’t be buying anything else other than the next game.\nGood game.\nTerrible customer service be careful.\n30 people found this helpful.\nHelpful\nUnhelpful,1,30,Bad
"Atharva Rane\na year ago\nMost of the people might be liking this game for its online mode, but for me this game is at its best during story mode. I have completed the story mode 4 times without getting bored. Online is nice too, but if you are playing on P.C. there is a higher chance of you encountering modders and griefers. And playing online for too long might cause frustration and make you feel this game is boring. So try to play both modes time to time to not get bored.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Chet Andrew Grant\n3 years ago\nI've been a long time lover of this game. However in recent years they've in my opinion ruined the whole game. This snow nonsense has cost me hundreds of thousands of dollars! The fact that the other players have nothing better to do than literally go around hunting other players trying to do things ... Not all of us want to just go around killing all the other players, we are trying to play the damn game .. nothing in place to protect you not a damn thing.... You spend literally millions of dollars buying things and can't even play thanks to the jerks online that won't leave anyone alone and God forbid you choose a solo session... They block you from access to all YOUR things YOU paid for.. because of course they want us in the full public session because we are apparently Target practice for the scumbags that seem to play this game lately... I'm sick of nothing being even remotely fair in this game, there is no tutorial to explain HOW to do missions for your operations... Nothing they literally don't show you how to do a thing in the game. Then they MAKE you play over half the missions with other players, maybe I'd like to do things by myself... Nope you're not allowed to do that either. Frankly this game SUCKS in my opinion.\n19 people found this helpful.\nHelpful\nUnhelpful",1,19,Bad
"Mad Sharkz\na year ago\nThe story and gameplay itself is fun and a good way to kill boredom. The online community though? Absolutely horrendous. Anyone who is even slightly sensitive to swears and toxicity shouldn’t even think about playing GTA Online, as people consistently get bullied from all ages under the sun left right and center. There are also a lot of hackers and griefers, whose only goal is to make your day terrible. Car racing in the game is utter garbage as every single racer is a sore loser who will have no problem ramming your car just for the hell of it. Would recommend the story, would NOT RECOMMEND GTA Online.\nWas this review helpful to you?\nHelpful\nUnhelpful",4,0,Good
"Jojie Wilsolis\n3 years ago\nGame is horribly optimized on PC yet it gets so much praise like its the best running game ever. Have ABOVE the recommended system requirements and game gives me 20-30 FPS with constant crash inducing stutter! Not to mention the awful online community full of these ""hackers"" and lag. \n\nIn all honesty I'd suggest picking up GTA IV. It's a much better GTA game with a great story and gameplay mechanics.\n4 people found this helpful.\nHelpful\nUnhelpful",0,4,Bad
"DOWN TUNED\n9 months ago\nPlayed this on PS3, PS4, PS4 Pro (ssd), PC and now PS5.\nThe ""slightly"" upgraded PS5 version is decent for players who have not played GTA5 on a half decent PC you will revel and enjoy the faster frames, upgraded graphics and SSD loadtimes for sure as for Ray tracing check out videos on YouTube ripping it's claim apart.\nDefinitely worth it if you are paying the upgrade price as a PS4 version owner but no new content to warrant buying this as a stand alone.\nIf you want to really expand on GTA5 playing on PC with mods is the way to go.\nThe best feature of the PS5 version is the adaptive triggers if it wasn't for that would of given 3 stars.\nWas this review helpful to you?\nHelpful\nUnhelpful",4,0,Good
"jeff patterson\na year ago\nBe able to create a lobby with friends and still be able to sell and do missions should be possible!!!\nSpending more to waiting to load on a game or to transition from inside to out takes entirely tooooooooooi long. FIX IT!!!\nGetting kicked timer is ba. Tried to buy a shark card 3 times and keep getting kicked before I can complete transaction. \nTraffic—when the shooting starts and traffic goes mad is ridiculous and I think it takes away from the realism of the game. BS\nGet rid of to mail trucks. No one likes them and they ruin the game. \nGetting shot in the head with a MG (machine gun) more than 1 time and to keep going is TOTAL BS. I’m sorry but I was a Machine Gunner in the USMC and that’s just impossible, so why don’t you make the weapon as powerful as it is suppose to be??!!!!!\nGame would be great if you’d fix the problems!!  \nGood game to play with the exception of vehicles and doing missions. \nI think the flying bikes, cars etc (unrealistic) should not be allowed to interfere with people doing missions in slow vans, blimps,helicopters, and cargo trucks. It really gives them a seriously unfair advantage don’t ya think???\nThey should only be used for fun only!!!\n5 people found this helpful.\nHelpful\nUnhelpful",2,5,Bad
Derpy Cow\na year ago\nIt’s a great game. It does glitch sometimes and does take a while to load but it’s a big map. If you are too impatient to load in then delete the game but if you’re patient and load into the game you can have so much fun. However I can’t talk for everyone but I think quite of people have fun. It’s an older game but it’s one of the best in my opinion. If you try just be patient. I hope you enjoy your time playing the game.\n1 person found this helpful.\nHelpful\nUnhelpful,5,0,Good
"Spencer McKenna\n2 years ago\nYes please, let’s praise rockstar for making this masterpiece of a game it truly is, their is a lot of guns, the jokes are funny, missions are fun, gunplay feels great, good characters, vast open world, top notch graphics, cars, their is nothing I can think about that is wrong with it. I wanted to play this game since I was in 1st grade then got it last year, this game will remain in my heart as the best video game I’ve ever played.\n2 people found this helpful.\nHelpful\nUnhelpful",5,2,Good
"Berzan Surgicals\na year ago\nMasterpiece even in 2021 you cant go wrong with this beauty a vast open-world experience more detailed than some open-worlds from the newer age. it is the best modern interpretation of the world in a video game out there, The online experience is very captivating and I think that's why people disliked the game because of the oppressor MK2, but the truth is the online mode fits to a certain taste, definitely fits to my taste and i have had this game for what?\nWas this review helpful to you?\nHelpful\nUnhelpful",4,0,Good
Mistical Mistress\n3 years ago\nMy review on this game is DO NOT BUY IT.. The online version first takes sometimes 30 min to get on a server with your friends once you finally get on a server within the first 30 minutes of play and doing your missions a modder/hacker will come on and either kick everyone on server or mess up you missions. Then once you are kicked another up to 30 minutes to join your friends again to have it happen again. If you like to keep loading and actually not play the game yes go ahead and buy.. oh and don't expect Rockstar games to actually fix the problem.. lol they got there money don't care if you actually get to play fairly or even play the game.  I would consider checking to make sure that Rockstar doesn't make the game that you buy if you intend on playing a fun game. Happy gaming :)\n7 people found this helpful.\nHelpful\nUnhelpful,0,7,Bad
Devin Hill\n3 years ago\ngta 5 is very good game story mode and online the only downside is when you try to get clothes or even a new haircut or tattoo you cant get destroyed by an oppresor or attack helicopter or any  vehicle that has weapons or missiles by youtubers like xpertthief and other lmao but luckily they have passive mode or you can just  drive to paleto bay for some alone time but i think it is a good game overrall no doubt about that so far is have been playing gta 5 for about 5 years so far and its about to hit 6\n7 people found this helpful.\nHelpful\nUnhelpful,0,7,Bad
"Harry Smith\n8 months ago\nEnhanced graphics? \nFrom PS3 to PS4 i believe that there was a slight enhance to the graphics as it is.\nI’ll be honest, GTA 5 is just not worth the time anymore maybe they should have just came with GTA6. Especially for those who have played since 2013, 9 years later you would of thought for things to be different.\n\nGTA online \n\n- the traffic can’t drive and always crash into you\n- the movement of your character is slow and    \nsluggish \n- you have to always wait real time up to 5 minutes for certain requests such as your carr being delivered, passive mode Ect\n- you have all these contacts in your phone that are so pointless because you can’t call most of them\n1 person found this helpful.\nHelpful\nUnhelpful",2,0,Bad
"Shaun Sanderson\n8 months ago\nIf your like the many many people who have waited for the ps5 version to come out, heres what the hype was about. Mind you, not only do you purchase the game, alot of people invest years and money into this game. Today after my friend merging his ps4 account to his new ps5 (a permanent move) without anything detailing that you will no longer be able to play with any of your ps4 friends and permanently lose your old account is quite frankly sleazy for many reasons. The amount of advertising and hype over this whole gta 5 thing just to screw people over, makes me never want to play again.\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"Justin\na year ago\nJust started playing this game recently and couldn't stop playing the story mode. Great characters, great gameplay, great music and I was sad when I finished the game. :( \n\n5 stars without hesitation. This game is in the same tier as Skyrim, Fallout 4 and Zelda: Ocarina of Time. GTA V is a game that will stand the test of time as one of the greatest games ever.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Gentleman Gaming\n2 years ago\nI played this game online long enough to give it one star.\n\nWhere do I start\n\n1. People think they are better than you no matter how much money or \namount of cars or weapons they got\n\n2. The Oppressor MK2 will always be on you.\n\n3. People shoot you for no reason and all you hear is kids screaming\nand shouting on their headsets and people are not even english they speak other languages.\n\n4. Americans mostly play this game so if you want to arrange a heist all you will get are randoms if one person fails a heist they blame it all on you and leave the heist leaving you angry and upset with all your hard work worth nothing.\n\nAlso since there are many timezones it is a headache to get people to join your heist to suit their timezone.\n\n5. Grinding and running businesses is so tiring and repetitive you have to do it to make ends meet.\n\nAnd many many more problems and things are negative about this game.\n15 people found this helpful.\nHelpful\nUnhelpful,1,15,Bad
"Ian R. Gonzalez\na year ago\nThis game truly stands out! \n\nWith over 100+ hours of content, this game is still enjoyable!\n\nI’m not too much of a GTA ONLINE fan, but it has its benefits. I mostly enjoy story mode the most and I believe you should not only play a Rockstar game, just for the multiplayer. Well, that’s my opinion. I usually like to play the single player first, before I spoil myself with online.\n\nAnyways that’s my opinion on the game! What’s yours?\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"nate swagger\na year ago\nGta 5 has a great story mode, and the missions are always fun to play. I really like that you can find random events all around LS, and that you can have more story mode with the strangers and freaks missions, this stuff makes the game never get old. Over all, the game is very enjoyable! I recommend buying it immediatly.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Anuradha Wickramarachchi\n3 years ago\nA game with decent graphics and a well developed attention to details for its time. The open world is huge! Travelling though the map is rather a joy than a trouble. Most of all the game play experience is superb! You can enjoy every mission it's a fact. Play it in 2019, 2020 it's still a masterpiece of all time.\n3 people found this helpful.\nHelpful\nUnhelpful",5,3,Good
"Wajd Ba'Alawy\n2 years ago\nthis is a really nice game, you can basically do anything you want. you get cars, planes, motor bikes. almost anything. you earn money by hiests and uber driving. you can steel peoples cars as well. you can turn cops on and off but i recommend you turn it on simply because it is more fun that way. personally i found it a lot, a killed many people and stole many cars. if you want to make a hiest you can earn more that 4 million which will get you a lot of profit so you can upgrade ur house and get better cars and you proggres as you go. this is an amazing game and its really fun and never really gets boring.\n2 people found this helpful.\nHelpful\nUnhelpful",4,2,Good
Ethan EK10767\n10 months ago\nGTA  is one of the best things I played because robing banks gives you a lot of money. Another reason is because all of the guns but when I was playing GTA 5 online the stun gun was gone and the atomizer was too expensive!!! The second to last  thing is that you I don’t know how to get money out of the bank. The best thing is cars and police chases But overall GTA 5 is the best game ever!!! So everyone should get GTA 5!\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"JEZIAH WEST\n2 years ago\nThe game has really good graphics and cars from real life. During the weekly update in GTA online on November 9 to 17, it says you can get 1,000,000 dollars and to get it you have to claim the money in between November 18th to 25th, WHICH THEY NEVER GAVE ME! I only play when there's more weaponized vehicles instead of the rhino and attack buzzard helicopter on story mode. The vehicles I like in gta online are the  Insurgent pickup custom, MOC ( mobile operation center), APC, and the armored Kuruma.\nWas this review helpful to you?\nHelpful\nUnhelpful",4,0,Good
Coby Tucker\na year ago\nAmazing game I really love how Rockstar mad the Main characters resemble their actors I also love the way the physics are true to real life like the breaking of car axels after a jump or the fact that headshots actually kill the enemies unlike battle royal games *cough cough* fortnite. And I like the aspect where they wake up in different clothes every time I log in to the game I just started playing like 1 month ago and I love the game cant wait for the 6th one!\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Randy (ProBoss123)\n2 years ago\nStory mode is pretty good in my opinion, but online mode is a total mess. The jobs and vehicles you added are insignificant and should be changed. Many peoples problems are how solo playing in online is very hard and making money solo is doable, but very slow. Secondly, the vehicles you added like the Oppressor mk 2 is very broken due to how fast it is and the amount of missiles it can shoot. I have heard you nerfed it, but it is still op and can have people shoot out others cargo which is hours of work of that one persons cargo all to waste. In conclusion, its a good game before, but the updates rolled in and the game became more for the people who play it more than newcomers. All in all, it forces newcomers to pay for your expensive shark cards that costs too much and give a bit too little from the purchases you can make in GTA online\n2 people found this helpful.\nHelpful\nUnhelpful",3,2,Normal
"Jacob Bornblum\n3 years ago\nI find myself playing literally HOURS a day just going across the map causing havoc. In my opinion the story mode is what the game is all about, however I somewhat enjoy the online portion, but I mainly play the story mode. Everything about this game is enjoyable: Amazing storyline, fantastic voice acting, hilarious characters, and mind blowing graphics. But of course this is a game that should NOT be played by kids. Overall I really enjoyed the game and I say it's a definite must-have.\n21 people found this helpful.\nHelpful\nUnhelpful",0,21,Bad
"Deepak Singh\n2 years ago\nI don't think it's a video game that can overpower the charisma of GTA San Andreas. It's story and switching between the 3 characters may irritate you many times. Badly missing the train, trucking, ambulance & firefighter missions. As the extension, I was expecting some drifting and parkour missions too in the game. The only thing best is it's graphics, they are superb. The baddest thing is that you can't connect yourself with any character as we emotionally feel about CJ. Thus if you are looking for the magic of previous San Andreas as I want, just forget it. Some vehicles are such that you starts laughing on them like in-game Lambo.\n1 person found this helpful.\nHelpful\nUnhelpful",3,0,Normal
"Benjamin Gitersonke\n3 years ago\nThe game is.....AWESOME, best game i have ever played, the car chases, the explosions, the graphics, etc.  Rockstar Games has made 6 million dollars on this game in just 6 years of it being released in 2013.  They put forth 200 something million dollars to make this realistic (and inappropriate game for kids under 12) game.  I love everything to do with this game and everyone sould know the name ""Grand Theft Auto 5""\n\nGood Job to the makers :D\n2 people found this helpful.\nHelpful\nUnhelpful",0,2,Bad
"Mason Simpson\n2 years ago\nSuper Mario 64[a] is a 1996 platform game for the Nintendo 64 and the first in the Super Mario series to feature 3D gameplay. As Mario, the player explores Princess Peach's castle and must rescue her from Bowser. Super Mario 64 features open-world playability, degrees of freedom through all three axes in space, and relatively large areas which are composed primarily of true 3D polygons as opposed to only two-dimensional (2D) sprites. It emphasizes exploration within vast worlds, which require the player to complete various missions in addition to the occasional linear obstacle courses (as in traditional platform games). It preserves many gameplay elements and characters of earlier Mario games as well as the visual style.\n1 person found this helpful.\nHelpful\nUnhelpful",5,0,Good
"Jean Collazo\n3 years ago\nGame was good at one point now the game sucks all you encounter online is people glitching , they don’t die when you shot , blow up or what ever you do they don't die but you get killed by 1 bullet , cant enjoy doing missions or going at war with other players without the cops ruining it , for some reason ⭐️ shows up without you doing anything at all , you call lester he takes ⭐️  away 2 seconds later you get 3 ⭐️ , the amount of cops You get for getting a ⭐️ Or 2 Is retarded , you have the entire county’s police & swat on you , not fun anymore it gets annoying , being charged for rent , bills etc is bs the mission’s barely pays Out. & the mechanic delivers cars so damn far\n6 people found this helpful.\nHelpful\nUnhelpful",2,6,Bad
"Minecrat Silent Build\n2 years ago\nI played almost to the end and hardley made any more less then a million also online making money is so hard  when you have player in jets and flying motorcycles blowing you up every time you cant transport your items because players just chase you down and kill you I lost 200 thousand dollars worth of items because of it\nand I spent a million plus on a night club and to upgrade it it was almost 2 million more and it barely makes up \nnot inc all the apt bushiness airports and arcades and most good vehicles are cost way to much and all the lagging where people get shot with all the bullets but then end up some where different on the screen and didn't die it every lobby in every online game even tattoos haircuts cloths it so over priced and why in gods name did they out a casino in this game it begging the player to waste his money another thing  is how you sometimes have to wait almost 20 min to be put in a lobby only to be blown up right after you leave your house also the map is so boring there's like nothing really to do yoga is lame hiking sucks theres no real buildings to head into and it's almost impossible to find single player missions online the casino heist that you get when you first sign you can only do with other players and most of the single missions only pay like 18,000 in cash this game is not worth the cash i lost 60 dollars worth of real money when 1,600 thousand went missing and left me with only 75,000 I will never spend money on this game again \none more thing the 3 characters in this game was a bad idea there story line were really bad the only good mission was the highway scene saving his son who is dangling from a truck go back to one character like gta4 that game was way more fun and you actually made money and didn't have to spend real money on shard cards oh and rockstar never gives out the bonuses it  promises in the game ever not even for the shark cars or activities and why would gta5 make you pay all your bills every 48 mins that is so so so dumb im sticking with something much better hopefully gta6 is better\n11 people found this helpful.\nHelpful\nUnhelpful",1,11,Bad
"Kai Muscutt\na year ago\nPeople that are voting less than 3 stars probably have a really bad computer, or complaining about something else, this game isn't overrated nor underrated, even years later the game is so good! I can tell that Rockstar games actually puts effort into their games. 5/5 one of my favorite games I could play all day.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Greysen Simmons\n2 years ago\nI have no clue what may have gone wrong, but with the awful experience I had I cannot force myself to even complete the 3rd mission. From the broken tutorial, a cat that jumps off an invisible platform in mission two, to the fact that there isn't even a resolution for my computer I really dont think there was a lot of work put in when they converted it from play station to the windows format. The gun needed in mission three just disappeared when I actually needed to pick it up. Why not one star? The mysterious floating cat was cute.\n1 person found this helpful.\nHelpful\nUnhelpful",2,0,Bad
preston king jr\n2 years ago\nI love this game it is by far the best gta game I have always enjoyed the gta games I remember the first one I played was gta 3 and wow haven't these gta games come a long way I love the storyline the gameplay I love it that you can play the 3 different characters and each has their own storyline love the main missions and the side missions. I highly recommend this game to anyone who loves gta games and for those wanting more from a game this game has a lot to offer anyone who is looking for a great game I still love all the gta games I still play gta vice city and San Andreas on occasion rockstar makes great games and the gta franchise are great games\n1 person found this helpful.\nHelpful\nUnhelpful,5,0,Good
Riley Campbell\n6 months ago\nive been playing GTA5 since 2015 and it hasnt ever let me down. GTA5 is a fun open world game that allows u to explore its terrain through the many  veichle options. Gta5 also has fun and enagaing heists to make money in which u can spend on their +100 cars.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"KandyKush 420\na year ago\nPlayed from day one on my 360, stopped for a few years when i had kids, got a new xbox series S and got my old profile online with all my old stats and goodies, downloaded GTAV online and I have lost everything! Got in touch with rockstars and was told there was nothing anyone could do and its all gone and i start with nothing??? Bit reluctant to even play it now when i had storymode plus a ton of extras completed and to start fresh 8 years in online is a joke! Absolutely fuming, probably wont play again until they bring out another complete version!\n1 person found this helpful.\nHelpful\nUnhelpful",1,0,Bad
"Dustin “dR4A” Foret\na year ago\nThe story is lackluster in its writing. Meanwhile the gameplay did not age well since 2013. I got this game day one back then, and while it was enjoyable initially, even back then I was disappointed by the crummy story and lack of side content. The end game; non-existent. The best part about the main game is the performances from the main cast. They are a blast to watch & play with. Weapon selection is limited, and money in this game is also very limited until AFTER the story ends. I get the idea, but even in the Red Dead series--in which there's less money in theory--there's a sense of progression. \n\nMeanwhile GTA Online, the only reason why the game can still be $60 and get a re-release for each console generations, is abysmal. I played it in the early years, and it was rough and generally not worthwhile. After taking a break from it then returning, I've soon discovered that it's more of the same toxic game design with a new coat of paint. The Cayo Perico Heist is supposed to be this game mode that evolves the franchise, gameplay, and story of GTA Online, but I believe nothing really changed. It leans heavily on purposely davatoged gameplay that influences the player to either rage quit or buy into microtransactions. I'm surprised it's lasted this long. And I don't think GTA as a series is going to get better. It peaked at GTA4 and it's dlc.\n\nIn the end GTA 5 and GTA Online both feel like a bad drug habit. They're tempting at first but the allure fades away fast and gets worse with time.\nWas this review helpful to you?\nHelpful\nUnhelpful",2,0,Bad
"Marcus Limones\na year ago\nOkay I'm going to keep this short and quick. I've only had the game for a few days and I can already tell you, it's not that fun. I HATE playing online because people just come and kill me left right and center. The story mode version is so much better in my opinion. It has so much to do and you don't have top worry about people killing you. The only reason I have this as a 3-star rating is because of the story mode. \n\n                                       Thank you and goodbye.\n1 person found this helpful.\nHelpful\nUnhelpful",3,0,Normal
"Joe Junior P. Rickerby\na year ago\nI have this game for Sony PS4. I got it along with Sony PS4 for Christmas in 2016. It was my first time to play any of GTA series. I finished it in January 2017. It's kinda very offensive and violent but it's still a great game and I like it. The graphics look amazing. \n\nIt is the first GTA game I have ever played.\n\nI know GTA series is definitely not suitable for children because it has lots of cursing, violence and naughty stuff. It is strictly for over 18s only.\n\nAnyway it's probably one of the best video game sequels of all time.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Max Materazzi\n2 years ago\nOne of the buggiest games I have ever played. My bunker is broken and won’t let me deliver supplies and it periodically happens for my other businesses. The heists take way to long to set up and if you don’t have 4 players you can’t even do the second heist. My friend decided to buy the arcade first so we could do the diamond casino heist and apparently he had to be a ceo first but the game didn’t tell him that. I have so much more to say and I only bought the game 4 days ago. It could be fun but they seem to not care about the bugs so it’s just unplayable.\n6 people found this helpful.\nHelpful\nUnhelpful,1,6,Bad
"Eren Yeager\n3 years ago\nAmazing game with beautiful graphics-Depending on the Hardware you are using-Fantastic missions with high paying rewards.Story Mode is 5 star  Banger! Honestly You SHOULD purchase Grand theft auto V -Think about buying Grand theft auto V  premium Edition as it grants you $10,000,000.\n\nSeriously if you dont currently own buy a console or a PC and get playing :D\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Corbin Edmonds\n2 years ago\nIt's a pretty fun game and very addicting. The story and gameplay is amazing. However, I gave it 3/5 because the online aspect could use some work. It takes quite a bit of grinding to earn money and if you choose to use actual money to buy GTA money, in my opinion, is very expensive for what you get. And you have to have tons of GTA money and grind like crazy to get the good stuff. For example, you can grind and buy a good armored vehicle, but then you end up having to buy a Pegasus to store it. Then you have to buy an operations center in order to sell or modify it. All of which is incredibly expensive and like I said before, takes forever to grind and earn money which shouldn't have to be that difficult. But otherwise, it's amazing.\n1 person found this helpful.\nHelpful\nUnhelpful",3,0,Normal
"Red\n3 years ago\nHonestly the best game I have ever played. I just love the guns and free mode. I love how when you go to the swamp and find the swamp monster, goat man, sewer monster, and much more. My favorite character is Trevor Phillips. It was a surprise to see Stephen ogg from the walking dead as him. My brother introduced me to GTA V. Now I can't stop playing it.\n9 people found this helpful.\nHelpful\nUnhelpful",0,9,Bad
"Awful Kerfuffle (AwfulKerfuffle)\na month ago\nI have to agree with all these other one star reviews; online is a complete mess and after this many years, what's the excuse?\n\nHas anyone at rockstar played an other online games? I hope it's completely revamped in 6 and they don't just give the old broken system a graphics overhaul.\n\nOn top of that, I never cared for the games control feeling, or the graphics. It still looks like a ps3 game with an hd upgrade. There was nothing too  interesting about the story, I did only play about 85% of it, but that was already pushing it due to boredom.\n\nAfter this many years, they have to be knocking these out of the park or else they're barely trying.\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"Charlie E\na year ago\nThe very best sandbox on PS4 and (I suspect) of all the competitors to date. Even after a number of years since it's release, a short play opens up a new sideplot, random interactions and some truly stunning views and scenery. 15 minutes can turn so quickly into hours as Los Santos dynamic ever changing world draws you further in.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
pokemon fanboy\na year ago\nThe game is still enjoyable after all of these years I have complaints with it mostly with the main story mode since I don't like multiplayer because I don't like playing online games the story now feels kinda bland even if I and many others still love the game's story and characters it deserves an update of sorts or some form of new content to spice the game up cause once you beat the main story or 100% the game there's nothing left to do some sort of dlc that adds a new campaign to story mode would liven things up like with the two new story campaigns in GTA 4 adding new guns and cars to single player even if it's just from online mode would spice things up if not then creating a new game all together improving and updating mechanics would be a huge improvement as well but realistically it'll never happen because of how much rockstar likes to beat the game's corps and add only to multiplayer but it would also fix other issues I have with the game as well such as the fact that you can't get away with anything and the police will be on you the moment you even think about doing something beat up a dude in a fist fight get swarmed by police shooting at you it gets more annoying because this is practically every time and with the massive penalty loosing money whenever you get caught or getting killed even on accident like falling off a building or getting run over you'll receive a it's not a fun mechanic even if that's how it's always been especially because getting money is a pain to do since there's no good way to earn big chunks of money after the game ends the stock market is random 90% of the time and barely gives a payout why not have repeatable heists that the player can go on also adding more to the heist partners too since the gimmick of them improving after every job becomes irrelevant since most of the time picking a low experienced member will cause them to die or get arrested I'd also like to see more enemies to fight like in Watchdogs 2 where there's various gang factions that own terratory with items like money or clothing you can steal from there is something like that already but they barely factor into the game at all\nWas this review helpful to you?\nHelpful\nUnhelpful,3,0,Normal
"andy meda\na year ago\nAmazing game, fantastic characters, gunplay is a bit boring but this was made 8 years ago so it's just gotten stale since everything copies the same type of gunplay, and even the trailing missions are fun somehow. The story isn't the best but it makes up for it with character interaction and comedy. One of my favorite games to date.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Cold as ice\na year ago\nRated 5 but NGL, without the modder base, this game is a solid 4 stars... Overall is amazing,best of it's era in terms of graphics and very long story missions, but I would've given it 4 because shooting system isn't satisfying enough for me (saints row 3 is older but has a way better and more satisfying shooting and a really big weapon base) and I think the game's rhythm is a bit slow without using trainers or mods to make faster movement speed, but rest assure it is worth giving a shot\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Eds Workouts\na year ago\nGTA 5 is a game that is not for the faint of heart. There are missions (tasks, jobs) that are a bit disturbing and/or bothersome to some people.\nI had a hard time with doing some of the missions (tasks, jobs). But at the end of each there was a bit of humanity still there.\nThe storyline was great. The implementation of being able to swap between 3 characters makes game play a bit more engaging. The option to choose how to do missions (tasks, jobs) makes for various outcomes and most likely various different endings. I have only seen one so far.\nAs for the storyline. I give it a 4.75 out of 5. Mission (task, jobs). 3.75 out of 5. Some were complicated and some were easy. A bit to easy. GTA 4 missions (tasks, jobs) are a bit more complex.\nIn the end I guess I give this game a 4 star rating out of 5.\nWas this review helpful to you?\nHelpful\nUnhelpful",4,0,Good
