comments,rating,helpful,label
"SPOILERS!Grand Theft Auto is one of the definitive, if not the definitive, open-world/sandbox game series. The game is notable for the freedom that it allows the player, from minor activities such as playing golf to major activities such as evading not only the cops, but also the military in high-speed chases. Despite this level of freedom in the game, the series is also notable for having a very enjoyable main storyline, because of both the fun gameplay and characters. While I have played various parts of various GTA games (mostly Liberty City Stories and San Andreas), the only game that I’ve completed (and put over 120 hours into, no less) is the latest game, GTA V. Some people prefer other games in the series, but even with that comparison, it is a great game. Aside from having a sh*t ton of stuff to do, there is the engaging storyline, which I absolutely love. I think that because the game didn’t take itself as seriously as other games in the series, I could enjoy it more, especially with Trevor’s character. The gameplay mechanics, especially the combat (mainly shooting and getting into cover) were also vastly improved from the previous installments. So, without further ado, here is my personal list of my favorite GTA V missions.NOTE: I’m excluding Strangers and Freaks’ missions, so don’t expect any Grass Roots or Rampage missions here (although both of those mission types are awesome nonetheless).#10: The Multi-Target AssassinationThe reason that I love this mission so much is because of how quick it is and how it makes you feel very tense, like how even the smallest mistake could ruin it all. This mission is the second Lester Assassination mission, where you must snipe four different targets, all within a time limit. There’s just something great about driving my motorcycle, getting off, sniping the target, and then quickly traveling to the next one. The time limit is also very lenient, so while it did make me feel tense, it wasn’t frustrating. This is a very simple mission, especially with regards to characterization, but it was so fun.#9: The Wrap UpThe opening alone made this worth a mention on this list, as it involves several people pulling guns on each other in a hilarious scene; you have Michael and Davey on one team, Agent Haines by himself, Haines’ partner (Agent Sanchez, who turned out to be a double agent) working with the FIB, the IAA, and even Merryweather. Haines ends up escaping on his own, but Davey and Michael are being quickly overwhelmed, so who swoops in with his sniper to save the day? Trevor! This is awesome because one, Michael and him were not on good terms, so it is cool to see him save the day (predictable, maybe, but still cool); and two, who doesn’t love switching back-and-forth between Michael, who is on the ground taking enemies head on, and Trevor, who is providing cover fire for Michael? Plus, sniping helicopter pilots is always fun, so this mission is a keeper for me.#8: Lamar DownThis mission is great for two simple reasons: firstly, Lamar is a hilarious character – his wannabe gangster attitude is a perfect foil for Franklin’s logical reasoning- and secondly, you also get to multiple ways to confront the situation, just like the last mission. The difference, however, is that you now get two men on the ground (Franklin and Trevor), and get to snipe as Michael. This works out well because Michael’s special ability makes sniping a breeze and Trevor’s rage mode makes gunning down enemies a blast. While Franklin doesn’t have any on-foot special abilities, his determination to save his friend makes this mission, especially towards the end when he is driving him home, have some great character interaction. This is the first of three missions I’ve included that involve all three characters as part of the gameplay, and those are always amazing missions in my book.#7: Fresh MeatDuring the ending of the amazing Bury the Hatchet mission, Michael is captured by Trevor’s competitors, falsely believing that he is his lover and will come to save him. Since Trevor and Michael aren’t on speaking terms, it is up to Franklin and Lester to save the day. Lester helps Franklin find where they are keeping him and thus begins a shootout to save Michael. Most of my favorite missions involve simple shootouts, but I love the simplicity of GTA’s combat; you slide in cover, you pop out every now and then to clip down some guys, and then you move on to the next area. Once you reach Michael, you can freely swap between them and take out your enemies while trying to escape. I think this mission, along with Lamar Down, helps to solidify his status as a trusting and loyal member of the team (which Trevor would be, too, if he wasn’t a psychopath), which I liked (and why I hated the two alternate endings in the game). A simple shootout with two characters is why this mission is great in my eyes.#6: Blitz PlayBlitz Play is just a full-on assault mission where you have Franklin and Michael in cover, shooting officers as you wait for your opening to escape, while Trevor is perched up high with his RPG and sniper, providing cover. Again, the premise is very simple, but I love switching between all the characters. If I want to try to get as many headshots as possible, Michael is my guy, but when I want to blow up cars to help eliminate large groups of enemy, I’m going to Trevor. Franklin doesn’t have a special ability or position, but it is still cool to have a third character to switch to in this firefight. There’s only one more mission with all three characters left and this mission was already fantastic, and it only gets better.#5: MeltdownAt this point in the story, life seems to be going alright for Michael – he helped make his first movie, he is planning his biggest score, and he has his family back in his life. Unfortunately, Devin Weston is still upset because Michael didn’t listen to him and not only scared Molly into accidentally killing herself, but also prevented him from potentially making billions from a business deal. Because of this, he sends people to kill Michael’s family, meaning Jimmy and him must race back home, save his girls (wife and daughter), and take down the gunmen. Once again, this mission is mainly just a simple shootout, but the idea of Michael being in a tuxedo with his own pistol reminds me of 007 and him doing this not as a heist to gain money, but to save his family adds a sense of urgency that I appreciated; this game’s story is mainly played for laughs, but a dose of seriousness every now and then is nice, which is why I liked this mission a lot.#4: The Jewel Store JobThe first heist is one to remember and my personal second favorite of the bunch. While the Merryweather heist has a cool stealth element ending with a bang and the Bureau Raid is cool because you parachute into a highly defended federal building (if you did the roof option), this mission is great because, just like the shootouts, it is simple. You stake the place out, you analyze your options, you get the necessary supplies, and you rob a jewel store. There is very little in this game as satisfying as completing your first heist and seeing those bank accounts reach six digits, possibly seven for Michael. Plus, even though Trevor’s first mission didn’t make it to the list, it is the first mission after this and that was a great introduction for him.#3: Bury the Hatchet:Let’s ignore the graveyard shootout that is the focus of the latter half of this mission, as I’ve already established that I love the combat in this game. No, what makes this mission for me is the character dynamic between Trevor and Michael. Michael, sitting at home being his depressed self, sees Trevor walk in. Although they aren’t on the best terms at this point in the story, they seem to be bonding. However, this eventually turns sour and Trevor leaves in disgust, after finally starting to realize what happened in North Yankton and to Brad. Throughout the entire game, Trevor and Michael have this difficult relationship and this is, in my opinion, the climax of it – it all goes down here. What is also a nice bonus is when you are driving to the graveyard as Michael, you hear a voiceover of Michael’s past self explaining to Amanda why he must betray his friends. Just like Meltdown, this mission offers a small dose of seriousness to the otherwise silly story and just like that mission, I love it.#2: Monkey BusinessThis mission is the definition of cool in my book. Michael, along with Agent Haines and Davey, must infiltrate the IAA to retrieve a nerve toxin and then try to escape without being killed. Easy, right? Multiple components come together to make this mission one of the best in the game: firstly, diving underwater with your scuba suit, slicing your way inside the base, and sneaking around with your mask once again evokes the 007 aura of Michael; secondly, you have a stun gun to zap people and later in the mission, you go full-out with your pistol (or at least, that’s what I was using); thirdly, the first-person mode on the enhanced version makes this mission infinitely cooler. I’m not a huge fan of Call of Duty, but this mission reminded me of some of the better missions in the Modern Warfare trilogy, but with the GTA style – personally, I recommend using first-person mode while having the settings changed to automatically switch to third-person when you are in cover (this lets you experience the first-person perspective while still being able to easily take down enemies in cover). And to top it all off, the mission ends with Trevor returning Patricia to her husband, all while Chicago’s hit song, If You Leave Me Now, plays on the radio. The ending is both the saddest and funniest part of the entire game and that, along with the amazing infiltration aspect of the rest of the mission, is why it is my second favorite mission in the game.#1: The Paleto ScoreThe last mission was the definition of cool, but this mission is the definition of awesome. Sure, The Big Score was also a great mission and provided a large monetary reward, but there is almost nothing cooler in this game than Trevor wearing a juggernaut suit and mowing down (corrupt) police officers with a minigun. The mission isn’t very hard (or at least, it wasn’t for me since I selected Chef as my crew member), but it is the epitome of fun in this series. For the first part of this heist, I chose Trevor for his minigun and rage ability, then the game switches you over to Franklin to use a bulldozer (where his slow motion driving greatly helps), and for the ending part, I used Michael because we were heading inside and his slow motion shooting ability is very helpful for headshots. This mission utilized all the characters, even the crew member, very well, with all their abilities suiting their part in the mission. The intro, where you simply drive to the bank, is also hysterical because each member discusses their first score, effectively making all the members bond. This mission has it all: humor, guns, explosions, great character interactions, and above all else, it is fun. Those are the reasons that this is my favorite mission in the entire game.Thank you for reading and if you don’t have the game, go buy it now (unless you hate games and/or are easily offended)",5,2,Good
"After spending over 100 hours playing Grand Theft Auto 5 and completing everything story and multiplayer wise I feel that it is time to evaluate this commercially huge game. As one of the highest selling entertainment products ever, there are thousands of kids and adults playing this game right now. It goes without saying that Grand Theft Auto titles have become something of a household name due to both notoriety and the fact that they are great games boosted by critics and seasoned gamers alike. As an experienced gamer I have played most of the Grand Theft Auto titles that have been released and I know that my opinion counts in terms of what makes a good GTA game. I want to evaluate Grand Theft Auto 5 as a title and as a stand up to its predecessors, most importantly 2008’s Grand Theft Auto 4, which I and most critics and gamers worldwide agree to be a landmark in gaming (for its time). Also I would like to share some ideas I have for the future of the franchise and what could be possible in another GTA title.Grand Theft Auto games entail sex, drugs, guns, cars, planes, money, robbery, overly flamboyant characters, great humor, good music, I could go on. These are big, ambitious games and Grand Theft Auto 5 is no doubt the most ambitious GTA game yet in terms of almost all of these topics. That is not to say that it doesn’t have its faults, however. I want to start with the negatives of the game and end this assessment on the positives. Grand Theft Auto 5’s biggest flaws in my opinion lie in its graphics, size, story (somewhat) and lack of efficiency in terms of its online features. I want to start with the graphics by saying that they could have been so much better. I’m not one to pick apart a game for not having great graphics, but GTA 5’s graphics are weak compared to a lot of games released for the 360/ps3 generations (the ps4/ xbox one versions as well, although they are certainly better). I understand that it can be hard to maintain good graphics when there is so much to be done and seen in terms of the open world, but I still feel that the games visuals could have been polished a good bit more. Grand Theft Auto 4’s graphics were pretty groundbreaking in 2008 for an open world game, and I don’t feel that 5 has the graphics that it should as a follow up.  Also, I don’t feel that the game world is entirely big enough either. Los Santos and Blaine County together is by no means small, and there is plenty to fill the spaces and to be seen and done in these parts of San Andreas, but I can’t help but wonder why they didn’t do the whole state. San Fierro and Las Venturas? If the ps2 could hold the whole state of San Andreas then these consoles could have done so as well. I would have appreciated a bigger map. The story in Grand Theft Auto 5 is definitely a lot of fun and I don’t want to dog on it too much, but I will say that it trifles in comparison the fantastic story told in GTA 4, which is on a dramatic and creative level so much better. The story is so important to me as a gamer. The missions that I’m doing and the characters I meet and do them for have to be appealing. While the single player campaign in GTA 5 is fun, and hilarious throughout, it lacks the dramatic punch that 4 had.There could have been more to the development of the three playable characters. I’m not saying it had to be as serious and heavy handed as GTA 4 was, and the heists do make up for most of these problems, but there could have been more to the story. Last of my complaints (but certainly not least)  revolves around the online which has quite a few technical problems starting with its horrid loading times. Whether it be going from free mode to a death match or coming out of a game and back in to free mode the loading times are terrible. It takes away from all of the great features and game modes available via Grand Theft Auto online when the loading is so bad. Not to mention the bugs that I encountered regularly while getting to rank 100 online, from glitches to getting kicked out of games and missions before they were over to lobbies being poorly backed up. I know that Rockstar is constantly releasing updates for consoles to fix online issues and it has gotten better but there is still much to do in terms of polishing the online.Despite my complaints for the game, I did and do love Grand Theft Auto 5. I would not have spent the time on it that I did if I didn’t, and now I’m excited to focus on the positives. It was probably the funniest game I have ever played. Throughout the story missions and the strangers and freaks side quests (which are all excellent) I was laughing and most of the characters that you meet in the game are great. One of the side missions in particular surrounding a religious cult called the Epsilon program has probably become my favorite Grand Theft Auto mission of all time, possibly the most creative and hilarious thing Rockstar has ever come up with and that’s saying something. I admired the games ability to keep me entertained from mission to mission classic Grand Theft Auto style by staying so funny and entertaining. This humor a lot of people missed in GTA 4, which I can understand. The three playable characters themselves are interesting and different in their own ways. I liked all three of them, but I will say that psychotic Trevor brought the most life to the game for me. Michael and Franklin are much more sensible and most will find to be the better characters, but Trevor brought originality to the game with his dysfunctional personality that separates him to me as the most important character and the center of most of GTA 5’s best moments. The three character switching was something I was worried about when I found out about it during the development of the game, but it is really well done and interesting to switch back and forth between the three guys. I found myself laughing at what they had gotten into while I was away with another character. The game also does a good job of dispersing missions between them, I never felt forced on one character or that one was being neglected. Cars, guns, and planes make a big return in Grand Theft Auto 5 as well, as many people had missed from GTA 4, which had a lack of variety in these (no planes at all). Weapons and cars are fully customizable with some pretty cool perks. The heists, which are the centerpiece of the game and hold it together wonderfully with well-crafted vehicle (land, sea, and air) bits are all cool and original in their own way. I like the way that Rockstar uses them to draw the characters and stories together, and the setups and finales of the heists are the highlights of the single player game. The online heists that have been included as dlc are a lot of fun as well, especially if you have a good team to do them with. In terms of side quests and things to do in single player and online, Grand Theft Auto 5 is ripe with possibilities. All of the side missions from hunting, racing, rampages, parachuting and miscellaneous encounters are entertaining and appropriately challenging. I had fun reaching 100 percent completion of the game and even the collectible missions didn’t feel like a chore. Getting to rank 100 in multiplayer however I won’t say the same for because it was certainly a grind and with the online annoyances I mentioned earlier a lot was taken away from that experience. There is so much to do and appreciate with the online but Rockstar definitely needs to get to polishing it and making it reach its full potential. Even though I’m now technically done with Grand Theft Auto 5 single player and multiplayer wise, I still find myself playing it regularly. There is so much to be seen in the game that I still feel the need to revisit it. And I think that is what makes it a solid GTA. I think Grand Theft Auto 5 is a great game, and it succeeded in what it wanted to be.Do I think it is the swan song for the console generation and sent off the ps3 and xbox 360 as the best title, however? No, I do not. Do I think Grand Theft Auto 4 was a better representation of the power of these consoles for the time (in 2008) and in turn a better game? Maybe I do, maybe I don’t. It’s hard to compare the two. But, I think fans are pleased because it is a return to form for “Grand” Theft Auto, with so much to do and so much silliness that could never have been found in GTA 4. The fact is that it is amazing that Rockstar was able to create such great games that are so different and succeed with both of them. What direction the series takes next is going to be very interesting, and I can only hope that they find a somewhere in between with the success of these two titles now in the past. I wish for a game with the dramatic punch and technical prowess of GTA 4, with the size, fun, humor and possibilities of GTA 5. Perhaps this could be easier with only one character, and a totally new environment rather than visiting one from a past Grand Theft Auto game. I hope to see the next GTA game have a focused story and characters, with lots to see and do, good graphics, better designed online with less glitches and annoyances, and something new and original. That could be anything from vehicles to characters to missions, which are always great and entertaining in Grand Theft Auto games. But there are still so many possibilities and so much that hasn’t yet been done. I hope to see the next Grand Theft Auto fully realize this and seize its potential and hopefully not only meet the successes of these past two titles but surpass them.",4,5,Good
"Everything that was described in description was included, disc and case were both in good shape",5,0,Good
Game came on time in brand new condition ty for fast delivery,5,0,Good
My son loved it. The graphics are incredible,5,0,Good
Thank you Amazon for safe products delivered hope always safe,5,0,Good
"Very good, it arrived before the deadline and came very well packed",5,0,Good
I love to play this game,5,0,Good
The GTA5 game got here way before my PS4 did so I have not been able to test the game out yet but it looks good so far to me,3,0,Normal
"What can I say other than this game is one of my favorites in my modest collection of games?I've only played GTA 4 and 5, but the first time I played 5, I admit I was a little hesitant. I had come off right from finishing 4, and my mind and heart were still with those characters in Liberty City, it almost felt fake to come here to Los Santos. I played these games on the PS3, so I played the prologue of GTA 5 and then took a break for awhile. After coming back after maybe a year, my perspective had totally changed. I'd missed the GTA world, and it was exciting for me to try new content. This time I had it for the PS4 and immediately my reaction was insanely more positive. Maybe it was just the graphics that bothered me the first time around, but this time that I played it was truly uplifting for me.The game centers around Franklin, Michael, and Trevor: a small time hustler, retired bank robber, and a deranged, trigger-happy guy respectively, who eventually find their way together and use their criminal cunning to fight for their freedom. It's an open world with a thoroughly engaging story line that had me enticed all the way to the very end. You get to switch between all three characters, doing missions and side quests to further you along the game. It took me awhile to finish my first play through, and when I wanted a break from the main story, there were plenty of Strangers and Freaks side missions to do where you help out (or con out) some pretty interesting people, along with random events that occur around town where you can cash in for a quick buck or play hero to some helpless civilian. My favorites are the collectibles, where you have to collect spaceship parts or letter scraps; finding all of them unlocks a unique Strangers and Freaks mission. Even after you finish the game, there's still plenty to do. I'm currently trying to get to 100% game play and that in itself is packed full of checks you have to get through on the checklist. It's enough to keep you occupied for months.The characters were pretty solid, the main characters anyway. Trevor is by far the most entertaining of the three with his general wackiness and psychopathic tendencies. Depending on your tastes, the events and dialogue centered around him are incredibly humorous and never fail to make me laugh. The graphics and driving are so much smoother than on the PS3, making the driving sometimes sensitive if you're used to the rough turns on its predecessor.GTA 5 is definitely worth the buy if you don't want to finish a game in a couple settings. The world is vast and full of goodies, like armor and ammo just lying around in the woods or underwater, so you can't go wrong there. With the PS4 version of the game, there are perks for returning PS3 players who played GTA 5 on there first, like exclusive weapons and missions. So, even if you already have the PS3 version, getting the PS4 version would not be a bad idea!",5,51,Good
"I resisted playing this for a couple of years. I was annoyed at the way the game started out with a somewhat challenging driving sequence. Additionally, the graphic language and initial characters seemed over the top stereotypical. HOWEVER, I finally gave this another try, recently, and I have to say, this game is fantastic. Yes, they use the ""F"" word over and over again (not a prude, just seems unnecessary), but you actually get used to it.The Good:The ""Los Santos"" or LA open world is amazing. Even though the game is a few years old, the graphics and much of the scenery is really beautiful. If you've ever live in LA, its amazing how familiar it all it. They've compacted the areas of the city, since making it true to size would be unrealistic, but don't get me wrong, it's huge.The driving get easier as you go along. Each car handles a little differently and after a short while of practice, the driving becomes quite easy. In fact, it's a BLAST to drive around the city and desert areas. I never obey traffic laws, and the cops don't seem to bother you for running red lights. It's easy to steal a car and use it when needed. Tons of different models, as well as motorcycles. Driving is a huge part of this game, but trust me, it gets really fun running from cops.This story in this game is amazing. At first, you're wondering why your playing these characters that seem a bit over the top, but as the story progresses, you see how they all come together and it becomes one of the most engaging and fun stories that you'll encounter in a video game. There's tons of side quests to do and hundreds of hours to put into it. You will likely find yourself becoming attached to the characters as you do in any good tv show or movie. Believe me, the characters and morality in this game are quite questionable, but once you realize it's just a game and enjoy it for what it is, then you will have fun.There's a whole money system, property, stock, etc...but make it what you want. Yes, it's good to buy some things, such as an airstrip for one of the characters, etc...but it's simple and you will earn money. However, you don't have to go crazy with it if you don't want to. There's a lot to learn in this game, but it's never a burden. Google is your friend.Bottom line: Give it a chance and make it through the first three or four hours to get to some of the better main missions, and you'll start to see why this game is so popular.",5,1,Good
"To start, I am a Rockstar games fan, especially the Grand Theft Auto franchise. I own GTA V for PS3 and I’ve played my moneys worth and more. In the past 6 months, GTA online has started to go downhill, less people, less DLC, the fading promise of heists online. Even I, as an avid GTA player, has gotten bored with it. When the Next gen announcements came, I wasn't to excited, I figured a few more shiny objects to please the masses. Then I looked deeper. I purchased the game for PS4, and i purchased a PS4 to play this game. There are so many improvements and changes, it is worth $60 more.The Aesthetics, Rockstar is known for detail. The previous gen was very detailed, but the new gen blows it out of the water! The way the grass moves and The rain falls. The graphics are not quite as great as the trailers,  but impressive to say the least. The way vehicles respond to impacts is more realistic. The draw distance Is amazing, You can pick A car's headlight in the distance, zoom in with your rifle and see it the car. There are more people, more traffic,  a variety of weather,  all making for a more immersive experience.New modes and Items, I couldn't possibly cover everything, so I will just cover my favorites. The first person mode Is awesome! Fully functional gauges in a cockpit view is something i've always liked in games, GTA V does it great. Flying is my absolute favorite activity in GTA, I am an aircraft mechanic and though the gauges aren't perfect, I really enjoy this new mode. If you've already beaten the single player,  I suggest playing it again in first person mode,  it's well worth the time.  Now I did own the previous gen, so I recieved a few extra things for upgrading,  the rail gun and the modified Duke. All insignificant extras,  but it was nice to have some extras thrown in for the players that upgrade.The online: I was concerned that upgrading and transferring from my ps3 to ps4 would have issues. The transfer was smooth and easy.  All vehicles,  weapons and items transferred just fine for me. The limit is still two properties,  there was a rumor a player could own 3. Unfortunately not.  The collectors edition items such as the carbon RS,  Hot Knife,  and Bullpup shotgun are now unlocked for everyone.  That's somthing I've been waiting a long time for. Unfortunately,  I was hoping for animals in gta online,  but that isn't a feature,  maybe in future updates.  Rockstar has also promised heists to be the first update,  but that promise comes with allot of warented skepticism.My verdict: If you couldn't already tell, I liked it. Its not just the common re-release, It improves and adds to the already great experience. Its well worth another $60 if you've owned it before, and if you haven't played it yet, You're missing out!",5,148,Good
"When this game originally game out I never played it. I knew what the GTA franchise was, and how well made their games were, but I never tried any of them for myself. Well come this November, many great games launched, and through the persuasion of one of my trusted friends, I bought this so we could play online together, I figured if I didn't like the game I would return it. When I first started up the game, I was met with a lengthy download patch, and after that it was off to the game. Since theres a lot of stuff to cover from a new comer's point of view I'll break my review into sections.Graphics - For Returning players this is a huge selling point, and the game definitely looks good. With its densely populated beaches, and heavily vegetated mountains, this game stands up. Its not the best looking game on the ps4, but its far from bad looking. The only gripe I have with the graphics are some muddy textures when getting up close to some things, and some hard to notice, but still there, pop in.Gameplay - This shouldent be to much of a surprise, but this is still the same game. Cars handle great, far better than watch dogs. Gun play is smooth, however, when in the first person view, there is a bit of delay when turning. This makes it hard to aim with out Auto Assist, this is a fairly big complaint, especially since many returning players are wanting to play this game like a fps. The mission structures differ with large variety, so much so its shocking compared to most other open world games. You never know what your going to do. You may end up pulling down some rich Mexican ladies balcony, to blowing up redneck's trailer homes, to even riding motor cycles on trains.Sound - From what I have played, the sound gets the job done. The sound of police sirens, and Grenade launchers causing huge explosions is definitely good, especially with a head set, however nothing really stood out to me.Story - I wont spoil anything, but the game's story fallows Micheal, Franklin, and Tevor. I found Micheal's personal story to be the best, but the characters are just so widly different, its easy to ensure that your favorite will differ from mine.All Around this is a good first try of the series, and it definitely makes me want more.",4,1,Good
